BATCH,DATE,ACCOUNT,ACCOUNT DESCRIPTION,DR,CR
786,2033-10-03,101,Cash,6552.65,0
786,Description:,Goods exchanged for money,,,,
786,2033-10-08,301,Owner's Equity,0,2293.4274999998743
787,Description:,Sales completed,,,,
788,2033-10-14,201,Accounts Payable,1903.05,0
788,2033-10-14,101,Cash,0,1903.05
788,Description:,Reduced payable amount,,,,
789,Description:,Goods exchanged for money,,,,
790,2033-11-02,401,Sales Revenue,0,6841.19
790,2033-11-02,501,Cost of Goods Sold,4446.7735,0
790,2033-11-02,103,Inventory,0,4446.7735
790,2033-11-02,101,Cash,6841.19,0
790,Description:,Sales completed,,,,
790,2033-11-12,301,Owner's Equity,0,2394.416499999934
791,2033-11-12,103,Inventory,3728.26,0
791,2033-11-12,201,Accounts Payable,0,3728.26
791,Description:,Goods purchased,,,,
792,2033-11-21,401,Sales Revenue,0,3146.08
792,2033-11-21,501,Cost of Goods Sold,2044.952,0
792,2033-11-21,103,Inventory,0,2044.952
792,2033-11-21,102,Accounts Receivable,3146.08,0
792,Description:,Sales completed,,,,
792,2033-11-28,301,Owner's Equity,0,1101.1279999999097
793,2033-11-28,101,Cash,0,7763.52
793,2033-11-28,202,Loan Payable,7763.52,0
793,Description:,Loan activity,,,,
793,2033-11-29,301,Owner's Equity,2.3283064365386963e-10,0
794,Description:,Goods exchanged for money,,,,
795,2033-12-02,101,Cash,0,8507.0
795,2033-12-02,202,Loan Payable,8507.0,0
795,Description:,Bank interactions,,,,
796,2033-12-11,103,Inventory,1195.89,0
796,2033-12-11,201,Accounts Payable,0,1195.89
796,Description:,Added to inventory,,,,
796,2033-12-12,301,Owner's Equity,0,1.1641532182693481e-10
797,Description:,Items sold,,,,
798,2033-12-19,201,Accounts Payable,1236.98,0
798,2033-12-19,101,Cash,0,1236.98
798,Description:,Reduced payable amount,,,,
799,2033-12-27,103,Inventory,3484.66,0
799,2033-12-27,201,Accounts Payable,0,3484.66
799,Description:,Restocking products,,,,
800,2033-12-30,401,Sales Revenue,0,4000.91
800,2033-12-30,501,Cost of Goods Sold,2600.5915,0
800,2033-12-30,103,Inventory,0,2600.5915
800,2033-12-30,101,Cash,4000.91,0
800,Description:,Sales completed,,,,
800,2034-01-08,301,Owner's Equity,0,1400.3184999999357
801,2034-01-08,502,Rent Expense,2202.85,0
801,2034-01-08,503,Salary Expense,4599.58,0
801,2034-01-08,101,Cash,0,6802.43
801,Description:,Regular expenses,,,,
801,2034-01-18,301,Owner's Equity,6802.429999999935,0
802,2034-01-18,401,Sales Revenue,0,2357.87
802,2034-01-18,501,Cost of Goods Sold,1532.6154999999999,0
802,2034-01-18,103,Inventory,0,1532.6154999999999
802,2034-01-18,102,Accounts Receivable,2357.87,0
802,Description:,Sales completed,,,,
802,2034-01-27,301,Owner's Equity,0,825.2545000000391
803,2034-01-27,101,Cash,0,9235.86
803,2034-01-27,202,Loan Payable,9235.86,0
803,Description:,Bank interactions,,,,
804,2034-01-31,201,Accounts Payable,976.72,0
804,2034-01-31,101,Cash,0,976.72
804,Description:,Reduced payable amount,,,,
805,2034-02-01,101,Cash,5295.15,0
805,2034-02-01,202,Loan Payable,0,5295.15
805,Description:,Bank interactions,,,,
806,2034-02-06,201,Accounts Payable,663.35,0
806,2034-02-06,101,Cash,0,663.35
806,Description:,Paid off a creditor,,,,
806,2034-02-13,301,Owner's Equity,1.1641532182693481e-10,0
807,2034-02-13,101,Cash,0,6453.24
807,2034-02-13,202,Loan Payable,6453.24,0
807,Description:,Loan account adjustments,,,,
808,Description:,Items sold,ANOMALY,,,
809,2034-02-20,201,Accounts Payable,1086.32,0
809,2034-02-20,101,Cash,0,1086.32
809,Description:,Reduced payable amount,,,,
810,2034-02-27,101,Cash,0,9389.03
810,2034-02-27,202,Loan Payable,9389.03,0
810,Description:,Loan account adjustments,,,,
811,2034-03-01,201,Accounts Payable,1742.75,0
811,2034-03-01,101,Cash,0,1742.75
811,Description:,Debt payment,,,,
812,Description:,Items sold,,,,
813,2034-03-19,103,Inventory,2049.54,0
813,2034-03-19,201,Accounts Payable,0,2049.54
813,Description:,Added to inventory,,,,
813,2034-03-20,301,Owner's Equity,1.1641532182693481e-10,0
814,2034-03-20,401,Sales Revenue,0,5004.78
814,2034-03-20,501,Cost of Goods Sold,3253.107,0
814,2034-03-20,103,Inventory,0,3253.107
814,2034-03-20,101,Cash,5004.78,0
814,Description:,Goods exchanged for money,,,,
814,2034-03-28,301,Owner's Equity,0,1751.673000000068
815,2034-03-28,101,Cash,0,8942.27
815,2034-03-28,202,Loan Payable,8942.27,0
815,Description:,Loan account adjustments,,,,
816,Description:,Goods exchanged for money,,,,
817,Description:,Items sold,ANOMALY,,,
818,2034-04-22,201,Accounts Payable,1002.63,0
818,2034-04-22,101,Cash,0,1002.63
818,Description:,Reduced payable amount,,,,
818,2034-04-29,301,Owner's Equity,0,1.1641532182693481e-10
819,2034-04-29,103,Inventory,3772.74,0
819,2034-04-29,201,Accounts Payable,0,3772.74
819,Description:,Restocking products,,,,
820,2034-05-08,103,Inventory,2605.55,0
820,2034-05-08,201,Accounts Payable,0,2605.55
820,Description:,Goods purchased,,,,
820,2034-05-17,301,Owner's Equity,0,1.1641532182693481e-10
821,2034-05-17,103,Inventory,2107.67,0
821,2034-05-17,201,Accounts Payable,0,2107.67
821,Description:,Goods purchased,,,,
821,2034-05-19,301,Owner's Equity,1.1641532182693481e-10,0
822,2034-05-19,401,Sales Revenue,0,10164.19
822,2034-05-19,501,Cost of Goods Sold,6606.723500000001,0
822,2034-05-19,103,Inventory,0,6606.723500000001
822,2034-05-19,101,Cash,10164.19,0
822,Description:,Goods exchanged for money,,,,
822,2034-05-22,301,Owner's Equity,0,3557.4664999999804
823,Description:,Goods exchanged for money,,,,
824,2034-05-30,201,Accounts Payable,677.84,0
824,2034-05-30,101,Cash,0,677.84
824,Description:,Paid off a creditor,,,,
824,2034-05-31,301,Owner's Equity,1.1641532182693481e-10,0
825,2034-05-31,401,Sales Revenue,0,3687.58
825,2034-05-31,501,Cost of Goods Sold,2396.927,0
825,2034-05-31,103,Inventory,0,2396.927
825,2034-05-31,101,Cash,3687.58,0
825,Description:,Goods exchanged for money,,,,
825,2034-06-05,301,Owner's Equity,0,1290.6530000000494
826,2034-06-05,103,Inventory,2721.77,0
826,2034-06-05,201,Accounts Payable,0,2721.77
826,Description:,Restocking products,,,,
827,2034-06-10,502,Rent Expense,19423.5,0
827,2034-06-10,503,Salary Expense,57362.299999999996,0
827,2034-06-10,101,Cash,0,76785.79999999999
827,Description:,Operational costs deducted,ANOMALY,,,
827,2034-06-11,301,Owner's Equity,76785.80000000005,0
828,2034-06-11,401,Sales Revenue,0,3318.84
828,2034-06-11,501,Cost of Goods Sold,2157.246,0
828,2034-06-11,103,Inventory,0,2157.246
828,2034-06-11,101,Cash,3318.84,0
828,Description:,Items sold,,,,
828,2034-06-15,301,Owner's Equity,0,1161.594000000041
829,2034-06-15,101,Cash,0,7005.16
829,2034-06-15,202,Loan Payable,7005.16,0
829,Description:,Loan account adjustments,,,,
830,Description:,Items sold,ANOMALY,,,
831,2034-07-03,201,Accounts Payable,941.15,0
831,2034-07-03,101,Cash,0,941.15
831,Description:,Debt payment,,,,
831,2034-07-06,301,Owner's Equity,0,2.3283064365386963e-10
832,2034-07-06,101,Cash,0,6920.39
832,2034-07-06,202,Loan Payable,6920.39,0
832,Description:,Loan activity,,,,
833,2034-07-07,201,Accounts Payable,1465.46,0
833,2034-07-07,101,Cash,0,1465.46
833,Description:,Reduced payable amount,,,,
834,2034-07-11,101,Cash,0,7212.32
834,2034-07-11,202,Loan Payable,7212.32,0
834,Description:,Loan activity,,,,
835,Description:,Items sold,,,,
836,2034-07-23,201,Accounts Payable,1135.15,0
836,2034-07-23,101,Cash,0,1135.15
836,Description:,Debt payment,,,,
836,2034-07-25,301,Owner's Equity,0,1.1641532182693481e-10
837,2034-07-25,201,Accounts Payable,1702.67,0
837,2034-07-25,101,Cash,0,1702.67
837,Description:,Debt payment,,,,
837,2034-07-26,301,Owner's Equity,0,1.1641532182693481e-10
838,2034-07-26,101,Cash,0,5001.76
838,2034-07-26,202,Loan Payable,5001.76,0
838,Description:,Loan account adjustments,,,,
839,2034-07-29,103,Inventory,3606.55,0
839,2034-07-29,201,Accounts Payable,0,3606.55
839,Description:,Added to inventory,,,,
840,2034-08-04,401,Sales Revenue,0,8556.02
840,2034-08-04,501,Cost of Goods Sold,5561.4130000000005,0
840,2034-08-04,103,Inventory,0,5561.4130000000005
840,2034-08-04,101,Cash,8556.02,0
840,Description:,Items sold,,,,
840,2034-08-09,301,Owner's Equity,0,2994.60699999996
841,2034-08-09,101,Cash,0,74985.5
841,2034-08-09,202,Loan Payable,74985.5,0
841,Description:,Bank interactions,ANOMALY,,,
842,2034-08-18,101,Cash,0,7980.6
842,2034-08-18,202,Loan Payable,7980.6,0
842,Description:,Loan account adjustments,,,,
843,2034-08-26,101,Cash,0,7163.45
843,2034-08-26,202,Loan Payable,7163.45,0
843,Description:,Bank interactions,,,,
844,2034-08-28,101,Cash,0,9965.54
844,2034-08-28,202,Loan Payable,9965.54,0
844,Description:,Loan activity,,,,
845,2034-09-01,103,Inventory,4517.73,0
845,2034-09-01,201,Accounts Payable,0,4517.73
845,Description:,Restocking products,,,,
845,2034-09-06,301,Owner's Equity,0,1.1641532182693481e-10
846,2034-09-06,401,Sales Revenue,0,2918.37
846,2034-09-06,501,Cost of Goods Sold,1896.9405,0
846,2034-09-06,103,Inventory,0,1896.9405
846,2034-09-06,102,Accounts Receivable,2918.37,0
846,Description:,Items sold,,,,
846,2034-09-11,301,Owner's Equity,0,1021.4294999999693
847,2034-09-11,201,Accounts Payable,1972.04,0
847,2034-09-11,101,Cash,0,1972.04
847,Description:,Debt payment,,,,
848,2034-09-20,101,Cash,0,6107.92
848,2034-09-20,202,Loan Payable,6107.92,0
848,Description:,Loan activity,,,,
849,2034-09-28,201,Accounts Payable,1873.28,0
849,2034-09-28,101,Cash,0,1873.28
849,Description:,Paid off a creditor,,,,
850,2034-10-01,201,Accounts Payable,1130.93,0
850,2034-10-01,101,Cash,0,1130.93
850,Description:,Paid off a creditor,,,,
851,2034-10-05,201,Accounts Payable,1690.73,0
851,2034-10-05,101,Cash,0,1690.73
851,Description:,Reduced payable amount,,,,
852,2034-10-06,201,Accounts Payable,538.96,0
852,2034-10-06,101,Cash,0,538.96
852,Description:,Debt payment,,,,
853,2034-10-07,201,Accounts Payable,1050.02,0
853,2034-10-07,101,Cash,0,1050.02
853,Description:,Debt payment,,,,
854,2034-10-17,101,Cash,0,5091.0
854,2034-10-17,202,Loan Payable,5091.0,0
854,Description:,Loan account adjustments,,,,
855,2034-10-22,401,Sales Revenue,0,3697.2
855,2034-10-22,501,Cost of Goods Sold,2403.18,0
855,2034-10-22,103,Inventory,0,2403.18
855,2034-10-22,102,Accounts Receivable,3697.2,0
855,Description:,Items sold,,,,
855,2034-10-26,301,Owner's Equity,0,1294.0200000000186
856,2034-10-26,201,Accounts Payable,843.3,0
856,2034-10-26,101,Cash,0,843.3
856,Description:,Debt payment,,,,
857,2034-11-02,201,Accounts Payable,914.1,0
857,2034-11-02,101,Cash,0,914.1
857,Description:,Reduced payable amount,,,,
857,2034-11-08,301,Owner's Equity,1.1641532182693481e-10,0
858,Description:,Sales completed,ANOMALY,,,
859,2034-11-17,101,Cash,0,9976.42
859,2034-11-17,202,Loan Payable,9976.42,0
859,Description:,Bank interactions,,,,
860,2034-11-18,502,Rent Expense,1489.94,0
860,2034-11-18,503,Salary Expense,2333.76,0
860,2034-11-18,101,Cash,0,3823.7000000000003
860,Description:,Operational costs deducted,,,,
860,2034-11-25,301,Owner's Equity,3823.6999999999534,0
861,Description:,Sales completed,,,,
862,2034-12-04,103,Inventory,3825.26,0
862,2034-12-04,201,Accounts Payable,0,3825.26
862,Description:,Goods purchased,,,,
863,2034-12-07,401,Sales Revenue,0,2621.54
863,2034-12-07,501,Cost of Goods Sold,1704.001,0
863,2034-12-07,103,Inventory,0,1704.001
863,2034-12-07,101,Cash,2621.54,0
863,Description:,Items sold,,,,
863,2034-12-08,301,Owner's Equity,0,917.5390000001062
864,2034-12-08,201,Accounts Payable,1713.64,0
864,2034-12-08,101,Cash,0,1713.64
864,Description:,Paid off a creditor,,,,
864,2034-12-14,301,Owner's Equity,0,1.1641532182693481e-10
865,Description:,Items sold,,,,
866,2034-12-20,101,Cash,0,6615.51
866,2034-12-20,202,Loan Payable,6615.51,0
866,Description:,Bank interactions,,,,
867,2034-12-21,201,Accounts Payable,971.42,0
867,2034-12-21,101,Cash,0,971.42
867,Description:,Paid off a creditor,,,,
868,2034-12-23,103,Inventory,3330.54,0
868,2034-12-23,201,Accounts Payable,0,3330.54
868,Description:,Added to inventory,,,,
869,2035-01-01,103,Inventory,3332.98,0
869,2035-01-01,201,Accounts Payable,0,3332.98
869,Description:,Added to inventory,,,,
870,2035-01-08,103,Inventory,1475.03,0
870,2035-01-08,201,Accounts Payable,0,1475.03
870,Description:,Added to inventory,,,,
871,2035-01-18,201,Accounts Payable,981.99,0
871,2035-01-18,101,Cash,0,981.99
871,Description:,Reduced payable amount,,,,
872,Description:,Items sold,ANOMALY,,,
873,2035-02-03,201,Accounts Payable,875.47,0
873,2035-02-03,101,Cash,0,875.47
873,Description:,Paid off a creditor,,,,
874,2035-02-05,101,Cash,0,6356.05
874,2035-02-05,202,Loan Payable,6356.05,0
874,Description:,Bank interactions,,,,
875,2035-02-09,401,Sales Revenue,0,6664.72
875,2035-02-09,501,Cost of Goods Sold,4332.068,0
875,2035-02-09,103,Inventory,0,4332.068
875,2035-02-09,101,Cash,6664.72,0
875,Description:,Goods exchanged for money,,,,
875,2035-02-12,301,Owner's Equity,0,2332.652000000002
876,2035-02-12,401,Sales Revenue,0,2933.76
876,2035-02-12,501,Cost of Goods Sold,1906.9440000000002,0
876,2035-02-12,103,Inventory,0,1906.9440000000002
876,2035-02-12,102,Accounts Receivable,2933.76,0
876,Description:,Items sold,,,,
876,2035-02-13,301,Owner's Equity,0,1026.8159999999916
877,2035-02-13,201,Accounts Payable,1454.66,0
877,2035-02-13,101,Cash,0,1454.66
877,Description:,Paid off a creditor,,,,
877,2035-02-18,301,Owner's Equity,0,1.1641532182693481e-10
878,2035-02-18,201,Accounts Payable,1386.3,0
878,2035-02-18,101,Cash,0,1386.3
878,Description:,Paid off a creditor,,,,
878,2035-02-22,301,Owner's Equity,1.1641532182693481e-10,0
879,2035-02-22,502,Rent Expense,2223.77,0
879,2035-02-22,503,Salary Expense,3251.48,0
879,2035-02-22,101,Cash,0,5475.25
879,Description:,Operational costs deducted,,,,
879,2035-02-28,301,Owner's Equity,5475.25,0
880,2035-02-28,201,Accounts Payable,740.18,0
880,2035-02-28,101,Cash,0,740.18
880,Description:,Debt payment,,,,
880,2035-03-03,301,Owner's Equity,0,1.1641532182693481e-10
881,2035-03-03,201,Accounts Payable,1105.85,0
881,2035-03-03,101,Cash,0,1105.85
881,Description:,Paid off a creditor,,,,
881,2035-03-13,301,Owner's Equity,2.3283064365386963e-10,0
882,2035-03-13,401,Sales Revenue,0,2233.21
882,2035-03-13,501,Cost of Goods Sold,1451.5865000000001,0
882,2035-03-13,103,Inventory,0,1451.5865000000001
882,2035-03-13,101,Cash,2233.21,0
882,Description:,Goods exchanged for money,,,,
882,2035-03-18,301,Owner's Equity,0,781.623499999987
883,2035-03-18,101,Cash,7273.08,0
883,2035-03-18,202,Loan Payable,0,7273.08
883,Description:,Loan activity,,,,
884,Description:,Items sold,,,,
885,Description:,Goods exchanged for money,,,,
886,2035-04-15,103,Inventory,4246.53,0
886,2035-04-15,201,Accounts Payable,0,4246.53
886,Description:,Goods purchased,,,,
887,2035-04-22,401,Sales Revenue,0,2678.45
887,2035-04-22,501,Cost of Goods Sold,1740.9924999999998,0
887,2035-04-22,103,Inventory,0,1740.9924999999998
887,2035-04-22,102,Accounts Receivable,2678.45,0
887,Description:,Sales completed,,,,
887,2035-04-24,301,Owner's Equity,0,937.4574999999022
888,2035-04-24,103,Inventory,1259.24,0
888,2035-04-24,201,Accounts Payable,0,1259.24
888,Description:,Goods purchased,,,,
889,2035-04-27,103,Inventory,550.11,0
889,2035-04-27,201,Accounts Payable,0,550.11
889,Description:,Added to inventory,,,,
889,2035-05-04,301,Owner's Equity,0,1.1641532182693481e-10
890,2035-05-04,401,Sales Revenue,0,10465.84
890,2035-05-04,501,Cost of Goods Sold,6802.796,0
890,2035-05-04,103,Inventory,0,6802.796
890,2035-05-04,101,Cash,10465.84,0
890,Description:,Sales completed,,,,
890,2035-05-09,301,Owner's Equity,0,3663.044000000111
891,2035-05-09,201,Accounts Payable,642.38,0
891,2035-05-09,101,Cash,0,642.38
891,Description:,Paid off a creditor,,,,
892,Description:,Goods exchanged for money,,,,
893,Description:,Sales completed,,,,
894,Description:,Items sold,,,,
895,Description:,Goods exchanged for money,,,,
896,2035-06-11,101,Cash,0,6718.2
896,2035-06-11,202,Loan Payable,6718.2,0
896,Description:,Bank interactions,,,,
897,2035-06-21,201,Accounts Payable,1514.98,0
897,2035-06-21,101,Cash,0,1514.98
897,Description:,Paid off a creditor,,,,
898,2035-07-01,101,Cash,0,8425.18
898,2035-07-01,202,Loan Payable,8425.18,0
898,Description:,Bank interactions,,,,
899,2035-07-07,101,Cash,5045.28,0
899,2035-07-07,202,Loan Payable,0,5045.28
899,Description:,Loan activity,,,,
900,2035-07-16,103,Inventory,4210.95,0
900,2035-07-16,201,Accounts Payable,0,4210.95
900,Description:,Added to inventory,,,,
901,2035-07-22,502,Rent Expense,1397.98,0
901,2035-07-22,503,Salary Expense,2739.02,0
901,2035-07-22,101,Cash,0,4137.0
901,Description:,Monthly bills paid,,,,
901,2035-07-27,301,Owner's Equity,4137.0,0
902,2035-07-27,201,Accounts Payable,1956.35,0
902,2035-07-27,101,Cash,0,1956.35
902,Description:,Reduced payable amount,,,,
902,2035-08-02,301,Owner's Equity,1.1641532182693481e-10,0
903,2035-08-02,101,Cash,0,7850.25
903,2035-08-02,202,Loan Payable,7850.25,0
903,Description:,Loan account adjustments,,,,
904,Description:,Items sold,,,,
905,2035-08-08,502,Rent Expense,1878.08,0
905,2035-08-08,503,Salary Expense,5162.82,0
905,2035-08-08,101,Cash,0,7040.9
905,Description:,Regular expenses,,,,
905,2035-08-16,301,Owner's Equity,7040.89999999979,0
906,2035-08-16,201,Accounts Payable,519.76,0
906,2035-08-16,101,Cash,0,519.76
906,Description:,Paid off a creditor,,,,
907,2035-08-26,101,Cash,0,9205.08
907,2035-08-26,202,Loan Payable,9205.08,0
907,Description:,Loan activity,,,,
908,2035-09-04,201,Accounts Payable,1984.79,0
908,2035-09-04,101,Cash,0,1984.79
908,Description:,Paid off a creditor,,,,
909,2035-09-08,201,Accounts Payable,1077.95,0
909,2035-09-08,101,Cash,0,1077.95
909,Description:,Debt payment,,,,
910,2035-09-18,201,Accounts Payable,601.34,0
910,2035-09-18,101,Cash,0,601.34
910,Description:,Reduced payable amount,,,,
911,2035-09-23,401,Sales Revenue,0,4216.04
911,2035-09-23,501,Cost of Goods Sold,2740.426,0
911,2035-09-23,103,Inventory,0,2740.426
911,2035-09-23,101,Cash,4216.04,0
911,Description:,Sales completed,,,,
911,2035-10-03,301,Owner's Equity,0,1475.6140000000596
912,2035-10-03,502,Rent Expense,1944.01,0
912,2035-10-03,503,Salary Expense,6059.72,0
912,2035-10-03,101,Cash,0,8003.7300000000005
912,Description:,Operational costs deducted,,,,
912,2035-10-07,301,Owner's Equity,8003.729999999981,0
913,Description:,Sales completed,,,,
914,2035-10-10,101,Cash,0,6586.24
914,2035-10-10,202,Loan Payable,6586.24,0
914,Description:,Loan account adjustments,,,,
915,2035-10-16,101,Cash,5259.49,0
915,2035-10-16,202,Loan Payable,0,5259.49
915,Description:,Loan account adjustments,,,,
916,2035-10-18,103,Inventory,558.48,0
916,2035-10-18,201,Accounts Payable,0,558.48
916,Description:,Goods purchased,,,,
917,2035-10-22,502,Rent Expense,1793.89,0
917,2035-10-22,503,Salary Expense,5426.3,0
917,2035-10-22,101,Cash,0,7220.1900000000005
917,Description:,Operational costs deducted,,,,
917,2035-10-27,301,Owner's Equity,7220.189999999944,0
918,2035-10-27,201,Accounts Payable,14781.400000000001,0
918,2035-10-27,101,Cash,0,14781.400000000001
918,Description:,Reduced payable amount,ANOMALY,,,
919,Description:,Sales completed,,,,
920,2035-11-03,103,Inventory,1913.01,0
920,2035-11-03,201,Accounts Payable,0,1913.01
920,Description:,Restocking products,,,,
921,2035-11-13,103,Inventory,2283.55,0
921,2035-11-13,201,Accounts Payable,0,2283.55
921,Description:,Restocking products,,,,
922,2035-11-22,401,Sales Revenue,0,9834.74
922,2035-11-22,501,Cost of Goods Sold,6392.581,0
922,2035-11-22,103,Inventory,0,6392.581
922,2035-11-22,101,Cash,9834.74,0
922,Description:,Sales completed,,,,
922,2035-11-27,301,Owner's Equity,0,3442.158999999985
923,Description:,Goods exchanged for money,,,,
924,2035-11-29,502,Rent Expense,1597.11,0
924,2035-11-29,503,Salary Expense,3199.63,0
924,2035-11-29,101,Cash,0,4796.74
924,Description:,Operational costs deducted,,,,
924,2035-12-04,301,Owner's Equity,4796.739999999991,0
925,2035-12-04,103,Inventory,596.32,0
925,2035-12-04,201,Accounts Payable,0,596.32
925,Description:,Restocking products,,,,
926,2035-12-12,201,Accounts Payable,1627.01,0
926,2035-12-12,101,Cash,0,1627.01
926,Description:,Reduced payable amount,,,,
927,2035-12-22,103,Inventory,1526.47,0
927,2035-12-22,201,Accounts Payable,0,1526.47
927,Description:,Added to inventory,,,,
928,Description:,Items sold,,,,
929,Description:,Sales completed,ANOMALY,,,
930,2036-01-17,201,Accounts Payable,1890.94,0
930,2036-01-17,101,Cash,0,1890.94
930,Description:,Paid off a creditor,,,,
931,Description:,Items sold,,,,
932,2036-01-22,101,Cash,8232.05,0
932,2036-01-22,202,Loan Payable,0,8232.05
932,Description:,Bank interactions,,,,
933,2036-01-31,201,Accounts Payable,1629.49,0
933,2036-01-31,101,Cash,0,1629.49
933,Description:,Reduced payable amount,,,,
934,2036-02-01,101,Cash,0,6500.09
934,2036-02-01,202,Loan Payable,6500.09,0
934,Description:,Bank interactions,,,,
935,2036-02-03,201,Accounts Payable,970.9,0
935,2036-02-03,101,Cash,0,970.9
935,Description:,Reduced payable amount,,,,
936,2036-02-08,401,Sales Revenue,0,2621.43
936,2036-02-08,501,Cost of Goods Sold,1703.9295,0
936,2036-02-08,103,Inventory,0,1703.9295
936,2036-02-08,102,Accounts Receivable,2621.43,0
936,Description:,Sales completed,,,,
936,2036-02-11,301,Owner's Equity,0,917.500500000082
937,Description:,Goods exchanged for money,,,,
938,2036-02-14,103,Inventory,2193.98,0
938,2036-02-14,201,Accounts Payable,0,2193.98
938,Description:,Added to inventory,,,,
939,2036-02-22,103,Inventory,4324.85,0
939,2036-02-22,201,Accounts Payable,0,4324.85
939,Description:,Goods purchased,,,,
940,2036-03-01,201,Accounts Payable,988.61,0
940,2036-03-01,101,Cash,0,988.61
940,Description:,Paid off a creditor,,,,
940,2036-03-06,301,Owner's Equity,2.3283064365386963e-10,0
941,2036-03-06,101,Cash,9358.2,0
941,2036-03-06,202,Loan Payable,0,9358.2
941,Description:,Loan account adjustments,,,,
942,2036-03-11,101,Cash,8551.53,0
942,2036-03-11,202,Loan Payable,0,8551.53
942,Description:,Loan account adjustments,,,,
943,2036-03-13,101,Cash,0,8467.33
943,2036-03-13,202,Loan Payable,8467.33,0
943,Description:,Bank interactions,,,,
944,2036-03-22,201,Accounts Payable,1514.37,0
944,2036-03-22,101,Cash,0,1514.37
944,Description:,Paid off a creditor,,,,
945,2036-03-23,103,Inventory,4347.53,0
945,2036-03-23,201,Accounts Payable,0,4347.53
945,Description:,Added to inventory,,,,
946,2036-04-01,201,Accounts Payable,1098.08,0
946,2036-04-01,101,Cash,0,1098.08
946,Description:,Reduced payable amount,,,,
947,2036-04-10,101,Cash,0,7412.31
947,2036-04-10,202,Loan Payable,7412.31,0
947,Description:,Bank interactions,,,,
948,2036-04-14,101,Cash,0,7041.56
948,2036-04-14,202,Loan Payable,7041.56,0
948,Description:,Loan account adjustments,,,,
949,2036-04-20,401,Sales Revenue,0,8894.13
949,2036-04-20,501,Cost of Goods Sold,5781.184499999999,0
949,2036-04-20,103,Inventory,0,5781.184499999999
949,2036-04-20,102,Accounts Receivable,8894.13,0
949,Description:,Goods exchanged for money,,,,
949,2036-04-23,301,Owner's Equity,0,3112.945500000147
950,2036-04-23,201,Accounts Payable,780.92,0
950,2036-04-23,101,Cash,0,780.92
950,Description:,Debt payment,,,,
951,2036-04-28,201,Accounts Payable,1108.81,0
951,2036-04-28,101,Cash,0,1108.81
951,Description:,Debt payment,,,,
952,2036-05-02,201,Accounts Payable,1738.94,0
952,2036-05-02,101,Cash,0,1738.94
952,Description:,Paid off a creditor,,,,
953,Description:,Goods exchanged for money,,,,
954,2036-05-20,103,Inventory,855.33,0
954,2036-05-20,201,Accounts Payable,0,855.33
954,Description:,Goods purchased,,,,
955,2036-05-30,401,Sales Revenue,0,7197.91
955,2036-05-30,501,Cost of Goods Sold,4678.6415,0
955,2036-05-30,103,Inventory,0,4678.6415
955,2036-05-30,101,Cash,7197.91,0
955,Description:,Items sold,,,,
955,2036-06-08,301,Owner's Equity,0,2519.2684999997728
956,2036-06-08,201,Accounts Payable,1856.05,0
956,2036-06-08,101,Cash,0,1856.05
956,Description:,Debt payment,,,,
957,2036-06-14,103,Inventory,1758.35,0
957,2036-06-14,201,Accounts Payable,0,1758.35
957,Description:,Restocking products,,,,
958,2036-06-17,103,Inventory,4243.27,0
958,2036-06-17,201,Accounts Payable,0,4243.27
958,Description:,Restocking products,,,,
959,2036-06-26,401,Sales Revenue,0,7053.23
959,2036-06-26,501,Cost of Goods Sold,4584.5995,0
959,2036-06-26,103,Inventory,0,4584.5995
959,2036-06-26,101,Cash,7053.23,0
959,Description:,Items sold,,,,
959,2036-07-01,301,Owner's Equity,0,2468.63049999997
960,2036-07-01,201,Accounts Payable,517.19,0
960,2036-07-01,101,Cash,0,517.19
960,Description:,Debt payment,,,,
960,2036-07-11,301,Owner's Equity,0,2.3283064365386963e-10
961,2036-07-11,101,Cash,0,5139.71
961,2036-07-11,202,Loan Payable,5139.71,0
961,Description:,Loan activity,,,,
962,2036-07-17,401,Sales Revenue,0,3447.0
962,2036-07-17,501,Cost of Goods Sold,2240.55,0
962,2036-07-17,103,Inventory,0,2240.55
962,2036-07-17,101,Cash,3447.0,0
962,Description:,Goods exchanged for money,,,,
962,2036-07-20,301,Owner's Equity,0,1206.4499999999534
963,2036-07-20,101,Cash,0,9182.61
963,2036-07-20,202,Loan Payable,9182.61,0
963,Description:,Loan activity,,,,
964,Description:,Sales completed,,,,
965,2036-07-31,201,Accounts Payable,1722.74,0
965,2036-07-31,101,Cash,0,1722.74
965,Description:,Paid off a creditor,,,,
966,2036-08-10,103,Inventory,2510.05,0
966,2036-08-10,201,Accounts Payable,0,2510.05
966,Description:,Added to inventory,,,,
967,2036-08-17,103,Inventory,29434.0,0
967,2036-08-17,201,Accounts Payable,0,29434.0
967,Description:,Restocking products,ANOMALY,,,
968,2036-08-21,101,Cash,0,8851.68
968,2036-08-21,202,Loan Payable,8851.68,0
968,Description:,Loan activity,,,,
969,2036-08-31,101,Cash,0,7752.59
969,2036-08-31,202,Loan Payable,7752.59,0
969,Description:,Loan activity,,,,
970,2036-09-08,103,Inventory,3195.75,0
970,2036-09-08,201,Accounts Payable,0,3195.75
970,Description:,Goods purchased,,,,
971,2036-09-10,401,Sales Revenue,0,9435.74
971,2036-09-10,501,Cost of Goods Sold,6133.231,0
